t_ms,ax_mps2,ay_mps2,az_mps2
12936,0.3138,-0.6669,10.0420
12956,0.3138,-0.7061,9.5321
12976,0.3138,-0.5884,10.0028
12996,0.3530,-0.8630,9.8851
13016,0.3138,-0.6669,9.5321
13036,0.2746,-0.7453,10.0812
13056,0.3923,-0.7845,9.5321
13076,0.2746,-0.5492,9.8459
13096,0.3530,-0.7061,9.9636
13116,0.3138,-0.6276,9.6497
13136,0.2746,-0.7061,10.0812
13156,0.3138,-0.8238,9.6890
13176,0.3138,-0.5099,9.8067
13196,0.3530,-0.7845,10.0420
13216,0.3923,-0.7061,9.4536
13236,0.2746,-0.6669,10.0812
13256,0.4315,-0.9022,9.6497
13276,0.2354,-0.7061,9.8459
13296,0.3138,-0.9414,10.2381
13316,0.4315,-0.7845,9.5713
13336,0.2354,-0.5884,9.9243
13356,0.4315,-0.8630,9.8459
13376,0.2746,-0.7061,9.6105
13396,0.3138,-0.7061,10.0812
13416,0.4315,-0.7453,9.6497
13436,0.2354,-0.6669,9.9243
13456,0.3530,-0.7453,10.0028
13476,0.2354,-0.6276,9.4928
13496,0.3138,-0.6669,10.1597
13516,0.3138,-0.8630,9.6890
13536,0.1961,-0.5884,10.0812
13556,0.3138,-0.8238,9.7674
13576,0.3923,-0.6276,9.6105
13596,0.3530,-0.5492,10.1205
13616,0.2746,-0.8630,9.5713
13636,0.2746,-0.5492,9.9243
13656,0.3923,-0.8238,9.9636
13676,0.3530,-0.6276,9.4928
13696,0.2746,-0.7061,10.1205
13716,0.3923,-0.8630,9.6105
13736,0.2746,-0.6669,9.8067
13756,0.3530,-0.8238,10.0028
13776,0.2746,-0.7061,9.5321
13796,0.2746,-0.7845,10.0420
13816,0.3923,-0.8238,9.6497
13836,0.3138,-0.5099,9.8459
13856,0.3923,-0.8630,10.1597
13876,0.3138,-0.8238,9.5713
13896,0.2746,-0.5884,10.1597
13916,0.3530,-0.7845,9.6497
13936,0.3138,-0.5099,9.7282
13956,0.3530,-0.7845,10.0028
13976,0.3530,-0.7061,9.5321
13996,0.2746,-0.5884,10.0028
14016,0.3138,-0.9807,9.9636
14036,0.2746,-0.5492,9.6105
14056,0.3138,-0.6276,10.0812
14076,0.4707,-0.7453,9.6890
14096,0.3138,-0.6669,9.8459
14116,0.3530,-0.8238,9.9243
14136,0.2746,-0.7061,9.5321
14156,0.1961,-0.7061,10.0812
14176,0.3923,-0.8238,9.6890
14196,0.2746,-0.6276,9.8851
14216,0.4315,-0.7453,9.9243
14236,0.4315,-0.8238,9.6497
14256,0.2354,-0.7061,10.0812
14276,0.3530,-0.7453,9.8067
14296,0.2746,-0.5492,9.6105
14316,0.2746,-0.7453,10.1989
14336,0.3923,-0.7845,9.5713
14356,0.2354,-0.5492,9.9243
14376,0.4315,-0.8238,9.8459
14396,0.3530,-0.7061,9.6890
14416,0.3138,-0.6669,10.0812
14436,0.3530,-0.7453,9.6105
14456,0.2746,-0.5884,9.7674
14476,0.4315,-0.8238,9.9243
14496,0.3138,-0.7061,9.5713
14516,0.2746,-0.6276,10.1205
14536,0.3923,-0.8238,9.6890
14556,0.3138,-0.6276,9.8851
14576,0.3530,-0.8238,10.1205
14596,0.3530,-0.7061,9.7282
14616,0.2746,-0.6669,9.9636
14636,0.3138,-0.8630,9.7674
14656,0.3138,-0.4707,9.6105
14676,0.2354,-0.7061,10.1989
14696,0.3923,-0.7453,9.6105
14716,0.2746,-0.5884,10.0028
14736,0.3138,-0.7845,9.9243
14756,0.3530,-0.7061,9.5321
14776,0.2354,-0.7453,10.1597
14796,0.4315,-0.7845,9.8067
14816,0.2746,-0.5492,9.7674
14836,0.3530,-0.7845,10.0420
14856,0.3530,-0.6669,9.4536
14876,0.2354,-0.6669,9.9636
14896,0.4315,-0.7453,9.7282
14916,0.2746,-0.6276,9.8851
14936,0.4315,-0.6669,10.0420
14956,0.2746,-0.7453,9.7674
14976,0.2354,-0.5884,9.9243
14996,0.3923,-0.7845,9.8459
15016,0.2746,-0.6669,9.6890
15036,0.3923,-0.6276,10.1205
15056,0.2746,-0.7845,9.6497
15076,0.3530,-0.5099,9.8067
15096,0.2746,-0.9022,9.9636
15116,0.3530,-0.7061,9.6890
15136,0.2354,-0.7453,10.1597
15156,0.3530,-0.9414,9.6890
15176,0.3138,-0.5099,9.8067
15196,0.3530,-0.7845,9.9636
15216,0.3923,-0.7453,9.6105
15236,0.3923,-0.6669,9.9636
15256,0.3923,-0.7845,9.8851
15276,0.3138,-0.6276,9.7674
15296,0.2354,-0.7061,10.1597
15316,0.3530,-0.6276,9.5321
15336,0.2746,-0.4707,9.8851
15356,0.4707,-0.7845,9.9636
15376,0.3138,-0.5884,9.6890
15396,0.2354,-0.6276,10.0420
15416,0.4315,-0.7845,9.5321
15436,0.2354,-0.4315,9.8851
15456,0.3530,-0.8238,9.6497
15476,0.3138,-0.7845,9.7282
15496,0.3530,-0.5884,9.9243
15516,0.4315,-0.8238,9.6105
15536,0.2354,-0.6276,10.0420
15556,0.4315,-0.7845,9.7674
15576,0.3138,-0.5099,9.7282
15596,0.3923,-0.8238,10.0420
15616,0.4315,-0.8238,9.4928
